,Division,when,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,place,date,competition
5818,1.0,13:38:44,DumbleDogs S,Lavina Alfa,17.8,W,32.5,Iyrai,0.11,3.85,Trippy,0.14,3.86,Cammi,0.12,5.2,Winky,0.7,3.83,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5819,1.0,13:40:16,Lavina Alfa,DumbleDogs S,16.17,L,27.5,Bria,0.05,3.9,Vojta,OK,4.07,Aida,OK,4.1,Bambi,OK,4.04,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5820,1.0,13:40:16,DumbleDogs S,Lavina Alfa,15.88,W,32.5,Iyrai,0.07,3.89,Trippy,OK,4.07,Cammi,OK,3.91,Winky,ok,3.94,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5821,1.0,13:44:37,The Rebels Hardcore,WildRunners Maximini,16.95,W,27.5,Nick,0.1,4.24,Finn,ok,4.26,Baky,OK,4.08,Luna,OK,4.27,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5822,1.0,13:44:37,WildRunners Maximini,The Rebels Hardcore,17.32,L,27.5,Brooke,0.02,4.27,Bree,0.43,4.22,Maggie,0.28,4.05,Tyna,OK,4.05,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5823,1.0,13:45:46,The Rebels Hardcore,WildRunners Maximini,17.56,W,27.5,Nick,0.04,4.24,Finn,0.22,4.23,Baky,0.29,4.06,Luna,0.28,4.21,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5824,1.0,13:45:46,WildRunners Maximini,The Rebels Hardcore,16.89,L,27.5,Brooke,-0.1,4.21,Bree,0.26,4.33,Maggie,OK,4.07,Tyna,0.12,3.99,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5825,1.0,13:48:21,The Rebels Hardcore,WildRunners Maximini,16.99,L,27.5,Nick,0.03,4.22,Finn,0.17,4.18,Baky,OK,4.05,Luna,0.15,4.2,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5826,1.0,13:48:21,WildRunners Maximini,The Rebels Hardcore,16.93,W,27.5,Brooke,0.07,4.27,Bree,0.18,4.34,Maggie,ok,4.07,Tyna,OK,4.01,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5827,1.0,13:49:42,The Rebels Hardcore,WildRunners Maximini,17.0,W,27.5,Nick,0.12,4.27,Finn,Ok,4.15,Baky,ok,4.21,Foxy,0.2,4.04,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5828,1.0,13:49:42,WildRunners Maximini,The Rebels Hardcore,17.01,L,27.5,Brooke,0.46,4.22,Bree,OK,4.29,Maggie,chyba,4.04,Tyna,OK,4.01,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5829,4.0,13:55:50,WildRunners XXL,Furious Rockets,20.88,L,25.0,Rex,0.27,4.92,Hank,0.88,4.63,Gerry,0.18,4.51,Bailey,0.23,5.27,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5830,4.0,13:55:50,Furious Rockets,WildRunners XXL,18.88,W,27.5,Bárny,0.23,4.61,Shadow,OK,4.78,Kostimill,OK,4.8,Cassiann,OK,4.46,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5831,4.0,13:56:59,WildRunners XXL,Furious Rockets,19.06,L,25.0,Rex,-0.01,5,Hank,OK,4.51,Gerry,0.25,4.47,Bailey,OK,4.84,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5832,4.0,13:56:59,Furious Rockets,WildRunners XXL,19.22,W,27.5,Bárny,0.18,4.6,Shadow,0.39,4.79,Kostimill,0.19,4.75,Cassiann,ok,4.34,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5833,4.0,13:58:02,WildRunners XXL,Furious Rockets,19.53,L,25.0,Rex,0.09,5.14,Hank,OK,4.51,Gerry,0.4,4.47,Bailey,0.24,4.69,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5834,4.0,13:58:02,Furious Rockets,WildRunners XXL,19.12,W,27.5,Bárny,0.14,4.68,Shadow,OK,4.9,Kostimill,0.34,4.72,Cassiann,ok,4.35,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5835,5.0,14:01:57,Flyvaryors Siblings,Manic Bumblebees,9.49,L,32.5,Dusty,0.08,4.85,Ajka,0.29,4.27,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5836,5.0,14:01:57,Manic Bumblebees,Flyvaryors Siblings,9.13,W,27.5,Spark,0.09,4.58,Andy,0.25,4.21,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5837,5.0,14:02:56,Flyvaryors Siblings,Manic Bumblebees,8.68,W,32.5,Dusty,0.13,4.26,Ajka,OK,4.29,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5838,5.0,14:02:56,Manic Bumblebees,Flyvaryors Siblings,9.05,L,27.5,Spark,0.16,4.51,Andy,0.19,4.18,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5839,5.0,14:04:02,Flyvaryors Siblings,Manic Bumblebees,25.83,L,32.5,Dusty,0.08,4.35,Ajka,0.39,4.41,,12.07,4.53,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5840,5.0,14:04:02,Manic Bumblebees,Flyvaryors Siblings,8.91,W,27.5,Spark,0.02,4.57,Andy,OK,4.33,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5841,5.0,14:06:58,Lavina,FUNatic Veterans,9.74,W,22.5,Týna,0.14,4.39,Líza,0.33,4.89,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5842,5.0,14:06:58,FUNatic Veterans,Lavina,11.18,L,27.5,Pepina,0.18,4.89,Merlin,0.3,5.8,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5843,5.0,14:07:51,Lavina,FUNatic Veterans,9.64,W,22.5,Týna,0.06,4.41,Líza,0.27,4.89,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5844,5.0,14:07:51,FUNatic Veterans,Lavina,10.97,L,27.5,Pepina,0.2,4.9,Merlin,OK,5.87,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5845,3.0,14:13:29,Jokers Big Blind,Manic Dogs 2,19.11,W,25.0,Volis,0.1,4.59,Zoe,OK,4.74,Gina,0.17,5.15,Bepe,0.23,4.11,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5846,3.0,14:13:29,Manic Dogs 2,Jokers Big Blind,19.01,L,27.5,Sajmon,0.1,4.58,Alvin,chyba,4.62,Max,0.26,4.99,Dodge,0.19,4.27,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5847,3.0,14:14:33,Jokers Big Blind,Manic Dogs 2,19.22,W,25.0,Volis,0.07,4.41,Zoe,0.34,4.6,Gina,0.21,5.29,Bepe,0.24,4.07,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5848,3.0,14:14:33,Manic Dogs 2,Jokers Big Blind,18.94,L,27.5,Sajmon,-0.02,4.66,Alvin,OK,4.6,Max,0.22,4.84,Dodge,0.26,4.37,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5849,3.0,14:16:07,Jokers Big Blind,Manic Dogs 2,36.24,W,25.0,Volis,0.07,4.44,Zoe,0.2,4.75,Gina,chyba,5.15,Bepe,chyba,4.08,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5850,3.0,14:16:07,Manic Dogs 2,Jokers Big Blind,42.11,L,27.5,Sajmon,0.01,4.65,Alvin,0.13,4.67,Max,0.15,4.87,Dodge,0.29,mimo,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5851,2.0,14:20:12,Frenky's Funny,AgiFly one,18.61,L,,0,0.17,4.32,,0.53,4.2,,0.56,4.26,,0.35,4.21,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5852,2.0,14:20:12,AgiFly one,Frenky's Funny,18.11,W,27.5,Jamie,0.1,4.77,Lara,0.28,4.64,Marwie,OK,4.12,Atý,0.2,4,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5853,2.0,14:21:27,Frenky's Funny,AgiFly one,17.96,L,,0,0.22,4.31,,OK,4.26,,0.35,4.24,,0.21,4.38,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5854,2.0,14:21:27,AgiFly one,Frenky's Funny,19.56,W,27.5,Jamie,0.14,6.08,Lara,0.21,4.64,Marwie,0.15,4.05,Atý,0.26,4.03,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5855,2.0,14:23:55,Frenky's Funny,AgiFly one,63.69,L,,0,0.05,4.39,,0.16,4.21,,OK,4.13,,1.38,mimo,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5856,2.0,14:23:55,AgiFly one,Frenky's Funny,46.05,W,27.5,Jamie,0.12,4.87,Lara,OK,4.65,Marwie,0.22,4.02,Atý,0.13,3.97,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5857,2.0,14:28:06,Flyvaryors Kamikaze,WildRunners Zephyr,17.72,L,15.0,Nis,0.07,mimo,Meggie,,3.77,Idaho,0.14,6.01,Wooffy,OK,3.89,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5858,2.0,14:28:06,WildRunners Zephyr,Flyvaryors Kamikaze,18.47,W,27.5,Falco,0.19,3.92,Pax,0.87,4.13,Alfie,0.34,4.11,Mason,0.27,4.64,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5859,2.0,14:29:48,Flyvaryors Kamikaze,WildRunners Zephyr,34.92,L,15.0,Nis,0.05,3.92,Meggie,1.03,3.74,Idaho,0.33,6.09,Wooffy,14.59,5.17,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5860,2.0,14:29:48,WildRunners Zephyr,Flyvaryors Kamikaze,33.19,W,27.5,Falco,-0.04,4.04,Pax,0.72,4.11,Alfie,0.17,4.01,Mason,0.11,4.82,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5861,2.0,14:31:06,Flyvaryors Kamikaze,WildRunners Zephyr,18.32,L,15.0,Nis,0.2,3.88,Meggie,0.15,3.71,Idaho,0.23,6.15,Wooffy,OK,4,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5862,2.0,14:31:06,WildRunners Zephyr,Flyvaryors Kamikaze,17.8,W,27.5,Falco,0.21,4.05,Pax,0.19,4.12,Alfie,0.28,3.99,Mason,0.19,4.77,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5863,1.0,14:38:21,Jokers All-in,Flyvaryors New Wave,16.64,L,25.0,Lumine,0.05,3.89,Salma,0.2,4.11,Izzy,0.19,4.02,Rhys,0.18,4,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5864,1.0,14:38:21,Flyvaryors New Wave,Jokers All-in,15.74,W,22.5,Zack,0.07,3.84,Toko,0.13,3.7,Dara,0.21,3.64,Tony,0.35,3.78,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5865,1.0,14:39:49,Jokers All-in,Flyvaryors New Wave,22.51,W,25.0,Lumine,0.005,3.92,Salma,chyba,4.04,Izzy,OK,4.15,Rhys,0.16,4.38,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5866,1.0,14:39:49,Flyvaryors New Wave,Jokers All-in,22.9,L,22.5,Zack,0.21,3.95,Toko,-0.17,3.71,Dara,0.21,3.65,Tony,0.2,3.78,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5867,1.0,14:41:16,Jokers All-in,Flyvaryors New Wave,17.24,W,25.0,Lumine,0.08,3.94,Salma,0.29,4.07,Izzy,0.19,4.03,Rhys,0.61,4.05,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5868,1.0,14:41:16,Flyvaryors New Wave,Jokers All-in,15.66,L,22.5,Zack,-0.03,3.79,Toko,0.4,3.79,Dara,0.07,3.71,Tony,0.15,3.77,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5869,1.0,14:42:34,Jokers All-in,Flyvaryors New Wave,16.58,L,25.0,Lumine,0.08,3.94,Salma,0.14,4.08,Izzy,0.13,4.16,Rhys,OK,4.06,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5870,1.0,14:42:34,Flyvaryors New Wave,Jokers All-in,15.85,W,22.5,Zack,0.13,3.76,Toko,0.23,3.81,Dara,0.24,3.66,Tony,0.27,3.76,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5871,1.0,14:45:30,Jokers All-in,Flyvaryors New Wave,16.39,W,25.0,Lumine,0.13,3.95,Salma,0.19,4.04,Izzy,ok,4.15,Engine,OK,3.93,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5872,1.0,14:45:30,Flyvaryors New Wave,Jokers All-in,16.11,L,22.5,Zack,0.2,3.82,Toko,0.36,3.87,Dara,0.21,3.69,Tony,0.23,3.74,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5873,1.0,14:50:52,DumbleDogs S,The Rebels Hardcore,16.4,W,30.0,Iyrai,0.12,3.85,Trippy,0.17,3.84,Winky,0.36,3.89,Lili,0.21,3.97,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5874,1.0,14:50:52,The Rebels Hardcore,DumbleDogs S,16.96,L,27.5,Nick,0.1,4.24,Finn,OK,4.26,Baky,OK,4.01,Foxy,0.15,4.2,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5875,1.0,14:52:08,DumbleDogs S,The Rebels Hardcore,17.05,W,30.0,Iyrai,0.06,3.85,Trippy,0.18,3.85,Winky,0.31,3.83,Lili,0.94,4.03,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5876,1.0,14:52:08,The Rebels Hardcore,DumbleDogs S,16.58,L,27.5,Nick,0.07,4.24,Finn,OK,4.26,Baky,-0.09,3.99,Foxy,OK,4.1,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5877,1.0,14:53:19,DumbleDogs S,The Rebels Hardcore,16.26,W,30.0,Iyrai,0.13,3.83,Trippy,0.15,4.08,Winky,OK,3.86,Lili,0.27,3.94,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5878,1.0,14:53:19,The Rebels Hardcore,DumbleDogs S,16.73,L,27.5,Nick,0.12,4.22,Finn,OK,4.21,Baky,OK,4.08,Foxy,OK,4.1,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5879,5.0,14:58:25,Lavina,Flyvaryors Siblings,10.06,L,22.5,Týna,0.09,4.59,Líza,0.33,5.04,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5880,5.0,14:58:25,Flyvaryors Siblings,Lavina,8.82,W,32.5,Dusty,0.17,4.33,Ajka,OK,4.33,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5881,5.0,14:59:06,Lavina,Flyvaryors Siblings,9.69,L,22.5,Týna,0.04,4.66,Líza,Ok,4.99,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5882,5.0,14:59:06,Flyvaryors Siblings,Lavina,8.91,W,32.5,Dusty,0.08,4.33,Ajka,0.2,4.3,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5883,3.0,15:03:34,Jokers Big Blind,DumbleDogs G,19.63,L,25.0,Volis,0.06,4.4,Gina,0.23,5.19,Bepe,OK,4.13,Monty,1.11,4.53,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5884,3.0,15:03:34,DumbleDogs G,Jokers Big Blind,18.27,W,27.5,Enjoy,0.1,4.6,Ridiculus,OK,4.53,Evelyn,0.2,4.23,Kiwi,OK,4.61,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5885,3.0,15:04:48,Jokers Big Blind,DumbleDogs G,19.45,L,25.0,Volis,0.05,4.36,Gina,ok,5.38,Bepe,OK,4.23,Monty,1.02,4.41,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5886,3.0,15:04:48,DumbleDogs G,Jokers Big Blind,18.37,W,27.5,Enjoy,0.12,4.64,Ridiculus,OK,4.55,Evelyn,0.22,4.24,Kiwi,OK,4.61,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5887,3.0,15:06:01,Jokers Big Blind,DumbleDogs G,19.21,L,25.0,Volis,0.07,4.39,Gina,ok,5.32,Bepe,OK,4.16,Monty,0.88,4.4,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5888,3.0,15:06:01,DumbleDogs G,Jokers Big Blind,18.33,W,27.5,Enjoy,0.12,4.71,Ridiculus,OK,4.51,Evelyn,ok,4.39,Kiwi,OK,4.6,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5889,2.0,15:24:14,WildRunners Zephyr,Frenky's Funny,17.9,W,25.0,Pax,0.17,4.08,Dixie,0.23,4.32,Falco,0.38,4.07,Alfie,0.68,3.97,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5890,2.0,15:24:14,Frenky's Funny,WildRunners Zephyr,18.0,L,27.5,Porto,0.1,4.34,Easy,0.15,4.16,Trixie,0.69,4.26,Laty,0.11,4.19,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5891,2.0,15:25:45,WildRunners Zephyr,Frenky's Funny,21.38,L,25.0,Pax,0.15,4.1,Dixie,OK,4.28,Falco,OK,6.94,Alfie,1.94,3.99,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5892,2.0,15:25:45,Frenky's Funny,WildRunners Zephyr,22.38,W,27.5,Porto,0.1,4.28,Easy,chyba,4.23,Trixie,0.52,4.19,Laty,0.29,4.23,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5893,2.0,15:27:05,WildRunners Zephyr,Frenky's Funny,31.92,L,25.0,Pax,0.16,4.42,Dixie,0.26,4.42,Falco,ok,4.15,Alfie,0.33,3.99,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5894,2.0,15:27:05,Frenky's Funny,WildRunners Zephyr,18.24,W,27.5,Porto,0.12,4.42,Easy,ok,4.38,Trixie,0.46,4.25,Laty,0.34,4.28,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5895,2.0,15:28:18,WildRunners Zephyr,Frenky's Funny,17.89,W,25.0,Pax,0.12,4.12,Dixie,OK,4.39,Falco,0.45,4.15,Alfie,0.68,4,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5896,2.0,15:28:18,Frenky's Funny,WildRunners Zephyr,18.08,L,27.5,Porto,0.03,4.3,Easy,0.19,4.16,Trixie,0.55,4.26,Laty,0.31,4.28,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5897,2.0,15:29:47,WildRunners Zephyr,Frenky's Funny,17.66,L,25.0,Pax,0.16,4.09,Dixie,0.28,4.37,Falco,0.32,4.11,Alfie,0.18,4.14,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5898,2.0,15:29:47,Frenky's Funny,WildRunners Zephyr,18.26,W,27.5,Porto,0.08,4.4,Easy,OK,4.18,Trixie,0.6,4.26,Laty,0.49,4.26,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5899,1.0,15:35:00,DumbleDogs S,Flyvaryors New Wave,16.63,L,30.0,Iyrai,0.07,3.89,Cammi,OK,4,Winky,0.2,3.83,Lili,0.21,4.44,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5900,1.0,15:35:00,Flyvaryors New Wave,DumbleDogs S,15.75,W,30.0,Tony,0.006,3.85,Toko,0.15,3.79,Dara,0.16,3.66,Brutus,0.16,3.97,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5901,1.0,15:36:10,DumbleDogs S,Flyvaryors New Wave,16.31,L,30.0,Iyrai,0.14,3.86,Cammi,0.18,3.9,Winky,OK,3.89,Lili,-0.02,4.37,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5902,1.0,15:36:10,Flyvaryors New Wave,DumbleDogs S,15.91,W,30.0,Tony,0.16,3.72,Toko,0.25,3.87,Dara,0.17,3.66,Brutus,0.1,3.99,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5903,1.0,15:37:34,DumbleDogs S,Flyvaryors New Wave,16.34,W,30.0,Iyrai,0.18,3.89,Cammi,0.19,3.87,Winky,0.23,3.81,Lili,0.22,3.95,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5904,1.0,15:37:34,Flyvaryors New Wave,DumbleDogs S,15.61,L,30.0,Tony,-0.06,3.74,Toko,0.16,3.97,Dara,0.22,3.65,Brutus,OK,3.95,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5905,1.0,15:39:13,DumbleDogs S,Flyvaryors New Wave,22.01,W,30.0,Iyrai,0.08,3.9,Cammi,-0.09,3.89,Winky,0.13,3.88,Lili,0.12,4.07,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5906,1.0,15:39:13,Flyvaryors New Wave,DumbleDogs S,24.09,L,22.5,Zack,0.22,3.84,Toko,0.22,4,Dara,0.49,3.66,Brutus,0.36,3.96,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5907,1.0,15:40:39,DumbleDogs S,Flyvaryors New Wave,16.07,W,30.0,Iyrai,0.02,4.02,Cammi,Ok,3.93,Winky,OK,3.91,Lili,ok,4.21,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5908,1.0,15:40:39,Flyvaryors New Wave,DumbleDogs S,16.55,L,22.5,Zack,0.11,3.82,Toko,0.5,4.11,Dara,0.27,3.72,Brutus,ok,4.03,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5909,5.0,16:00:56,Flyvaryors Siblings,Manic Bumblebees,9.17,W,32.5,Dusty,0.16,4.26,Ajka,0.41,4.35,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5910,5.0,16:00:56,Manic Bumblebees,Flyvaryors Siblings,9.23,L,27.5,Spark,0.1,4.8,Andy,0.15,4.18,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5911,5.0,16:01:51,Flyvaryors Siblings,Manic Bumblebees,9.0,W,32.5,Dusty,0.1,4.46,Ajka,0.17,4.27,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5912,5.0,16:01:51,Manic Bumblebees,Flyvaryors Siblings,9.02,L,27.5,Spark,-0.004,4.59,Andy,0.19,4.24,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5913,5.0,16:02:58,Flyvaryors Siblings,Manic Bumblebees,9.2,W,32.5,Dusty,0.13,4.39,Ajka,0.34,4.35,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5914,5.0,16:02:58,Manic Bumblebees,Flyvaryors Siblings,9.55,L,27.5,Spark,0.15,4.72,Andy,0.41,4.28,,,,,,,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5915,4.0,16:07:15,Furious Rockets,RUNami B,19.37,W,27.5,Bárny,0.05,4.71,Shadow,0.4,4.67,Kostimill,0.27,4.82,Cassiann,0.26,4.2,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5916,4.0,16:07:15,RUNami B,Furious Rockets,19.44,L,25.0,Favi,0.13,4.55,Zafi,0.31,4.56,Butch,ok,4.81,Hettie,0.21,4.86,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5917,4.0,16:08:37,Furious Rockets,RUNami B,28.26,W,27.5,Bárny,0.14,4.66,Shadow,0.27,4.64,Kostimill,1.64,5.15,Cassiann,2.12,4.29,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5918,4.0,16:08:37,RUNami B,Furious Rockets,33.41,L,25.0,Favi,5.21,4.61,Zafi,chyba,4.75,Butch,0.18,4.92,Hettie,2.89,4.95,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5919,4.0,16:10:31,Furious Rockets,RUNami B,20.28,W,27.5,Bárny,0.19,4.67,Shadow,ok,4.78,Kostimill,0.2,4.83,Cassiann,0.25,5.37,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5920,4.0,16:10:31,RUNami B,Furious Rockets,20.14,L,17.5,Favi,0.06,4.62,Zafi,OK,4.59,Butch,0.16,5.1,Ajsy,0.15,5.46,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5921,3.0,16:14:38,DumbleDogs G,Too X-treme,18.48,L,27.5,Enjoy,0.09,4.83,Ridiculus,OK,4.62,Evelyn,OK,4.28,Kiwi,OK,4.67,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5922,3.0,16:14:38,Too X-treme,DumbleDogs G,18.0,W,15.0,Rio,0.13,4.07,Hanneli,0.22,4.34,Aranka,0.22,4.24,Ruby,0.16,4.62,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5923,3.0,16:15:49,DumbleDogs G,Too X-treme,18.67,L,27.5,Enjoy,0.15,4.79,Ridiculus,OK,4.59,Evelyn,chyba,4.28,Kiwi,OK,4.86,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5924,3.0,16:15:49,Too X-treme,DumbleDogs G,18.07,W,15.0,Rio,0.02,4.09,Hanneli,0.15,4.39,Aranka,0.11,4.25,Ruby,0.41,4.65,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5925,3.0,16:16:57,DumbleDogs G,Too X-treme,18.73,L,27.5,Enjoy,-0.002,5.11,Ridiculus,chyba,4.48,Evelyn,OK,4.28,Kiwi,0.17,4.69,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5926,3.0,16:16:57,Too X-treme,DumbleDogs G,18.25,W,15.0,Rio,0.06,4.11,Hanneli,0.3,4.42,Aranka,0.17,4.21,Ruby,0.33,4.66,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5927,2.0,16:21:46,Frenky's Funny,AgiFly one,18.62,L,27.5,Porto,0.11,4.32,Easy,0.18,4.26,Trixie,OK,4.31,Laty,1.02,4.43,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5928,2.0,16:21:46,AgiFly one,Frenky's Funny,18.32,W,27.5,Jamie,0.13,4.81,Lara,0.21,4.59,Marwie,0.26,4.12,Atý,0.2,3.99,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5929,2.0,16:22:55,Frenky's Funny,AgiFly one,19.82,L,27.5,Porto,0.09,4.45,Easy,OK,4.29,Trixie,0.49,mimo,Laty,,3.34,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5930,2.0,16:22:55,AgiFly one,Frenky's Funny,18.43,W,27.5,Jamie,0.17,4.86,Lara,0.16,4.6,Marwie,0.15,4.03,Atý,0.32,4.14,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5931,2.0,16:24:19,Frenky's Funny,AgiFly one,24.37,W,27.5,Porto,0.1,4.5,Easy,,vběhl,Trixie,0.81,4.26,Laty,0.89,4.87,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5932,2.0,16:24:19,AgiFly one,Frenky's Funny,17.54,L,27.5,Jamie,-0.09,4.9,Lara,chyba,4.55,Marwie,chyba,4.07,Atý,OK,4.11,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5933,2.0,16:25:38,Frenky's Funny,AgiFly one,34.64,L,27.5,Porto,0.05,4.58,Easy,ok,4.37,Trixie,0.5,4.26,Laty,0.86,3.37,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5934,2.0,16:25:38,AgiFly one,Frenky's Funny,18.08,W,27.5,Jamie,0.22,4.97,Lara,OK,4.67,Marwie,ok,4.18,Atý,ok,4.05,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5935,1.0,16:30:13,DumbleDogs S,Jokers All-in,16.07,W,30.0,Iyrai,0.14,3.91,Cammi,OK,4.03,Winky,ok,3.87,Lili,0.17,3.95,Machale_Luonovice,2023-07-16,FLYBALL_CZ
5936,1.0,16:30:13,Jokers All-in,DumbleDogs S,16.39,L,25.0,Lumine,0.09,3.93,Izzy,OK,4.06,Rhys,0.24,4.16,Engine,OK,3.91,Machale_Luonovice,2023-07-16,FLYBALL_CZ
